id,country,ccode,year,region,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,location,participants_category,participants,protesteridentity,protesterdemand1,protesterdemand2,protesterdemand3,protesterdemand4,stateresponse1,stateresponse2,stateresponse3,stateresponse4,stateresponse5,stateresponse6,stateresponse7,sources,notes
1402000001,Brazil,140,2000,South America,1,1,22,4,2000,22,4,2000,0,near Porto Seguro on highway,,15000,"landless peasants clamoring for agrarian reform, blacks fighting against their marginalization, students and leftist sympathizers","political behavior, process",,,,crowd dispersal,,,,,,,"agence france presse, april 24, 2000, monday, international news, top indian official in brazil resigns after police violence ;",blocked by police officers some 80 kilometers 50 miles from porto seguro
1402000002,Brazil,140,2000,South America,1,2,22,4,2000,22,4,2000,0,near the Porto Seguro municipality,,1000,indians,"political behavior, process",,,,crowd dispersal,arrests,,,,,,"xinhua general news service, april 22, 2000, saturday, brazilian demonstrators fight police, 141 detained ;","organized by the landless workers movement mst , the workers unique central, and other social groups protesting the 500 anniversary of the discovery of brazil"
1402000003,Brazil,140,2000,South America,1,3,1,5,2000,1,5,2000,0,Sao Paulo,,900000,workers,"political behavior, process",,,,ignore,,,,,,,"xinhua general news service, may 2, 2000, tuesday, brazilians hold protests against economic policy ;",labor day may day demonstrations
1402000004,Brazil,140,2000,South America,1,4,2,5,2000,5,5,2000,0,downtown Rio de Janeiro,,300,members of the landless people s movement,"political behavior, process",,,,ignore,,,,,,,"bbc monitoring latin america, may 2, 2000, tuesday, source: agencia estado news agency, brazil: landless peasants occupy bndes bank in rio ; agence france presse, may 5, 2000, friday, international news, brazil s landless to end occupation of;",occupied the entrance hall of the national bank for economic and social development
1402000005,Brazil,140,2000,South America,1,5,25,7,2000,25,7,2000,0,Recife s harbor,,2000,members of landless rural workers movement,"political behavior, process",,,,crowd dispersal,killings,,,,,,"agence france presse, july 26, 2000, wednesday, international news, brazilian demonstrator dies of gunshot wound ;",occupying an argentine ship carrying genetically modified corn
1402000006,Brazil,140,2000,South America,1,6,11,9,2000,13,9,2000,0,"in 9 different cities  Porto Alegre, Parana",,1000,members of landless rural workers movement,"political behavior, process",,,,ignore,,,,,,,"the washington post, september 12, 2000, tuesday, a section; pg. a28, landless brazilians hold protest ; bbc monitoring latin america, september 14, 2000, thursday, source: agencia estado news agency, brazil: landless movement to end action b;",occupying public buildings
1402000007,Brazil,140,2000,South America,1,7,11,9,2000,20,9,2000,0,"near Buritis, Minas Gerais",,500,members of landless rural workers movement,"political behavior, process",,,,ignore,,,,,,,"agence france presse, september 21, 2000, thursday, international news, protesting landless peasants quit brazilian president s estate ;",occupying president s estate
1402000008,Brazil,140,2000,South America,1,8,21,10,2000,21,10,2000,1,slums in the coastal downtown area of Rio city,,50,"furious, women, children and seniors living in the slum",police brutality,,,,crowd dispersal,arrests,,,,,,"agence france presse, october 21, 2000, saturday, international news, slum dwellers riot in rio de janeiro, protesting police action ;","rio de janeiro state governor anthony garotinho on saturday defended the police shooting of a suspected supermarket robber which caused rioting slum dwellers to pour into the streets here. the riot broke out late friday after police chased a suspected thief into the hillside slums and shot him. isaias anderson dos santos, 22, died later in a nearby hospital, police said. furious, women, children and seniors living in the slum armed themselves with rocks and sticks and stormed onto the city s streets, clashing with police and accusing them of murder."
1402000009,Brazil,140,2000,South America,1,9,31,10,2000,31,10,2000,0,"in different cities, primarily in the Sao Paulo region",,10000,workers of banco del estado de sao paulo banespa,"political behavior, process",,,,ignore,,,,,,,"agence france presse, october 31, 2000, tuesday, financial pages, employees at brazil s banespa strike against privatization ;",strike and demonstration against privatization
1402001001,Brazil,140,2001,South America,1,1,29,1,2001,30,1,2001,0,national level,,50,truckers,labor wage dispute,,,,ignore,,,,,,,"agence france presse, january 30, 2001, tuesday, international news, weak brazilian trucker strike enters second day ;",general strike
1402001002,Brazil,140,2001,South America,1,2,18,2,2001,20,2,2001,1,national level  in 29 prisons,,13000,inmates,"political behavior, process",,,,killings,,,,,,,"agence france presse, february 20, 2001, tuesday, international news, largest uprising in brazil penal history ends with 16 dead ;","largest uprising in jails, thousands of people taken hostage"
1402001003,Brazil,140,2001,South America,1,3,26,3,2001,26,3,2001,0,southeast of Brasilia,,500,members of landless farmers movement,"political behavior, process",,,,crowd dispersal,,,,,,,"agence france presse, march 27, 2001, tuesday, international news, conflict with police injures protesters in brazil ;",occupying private land
1402001004,Brazil,140,2001,South America,1,4,17,4,2001,17,4,2001,0,national level,,1000,members of landless farmers movement,"political behavior, process",,,,ignore,,,,,,,"agence france presse, april 17, 2001, tuesday, international news, brazilian landless launch nationwide protest ;",to mark the anniversary of the killing of 19 of the group s members by police in 1996
1402001005,Brazil,140,2001,South America,1,5,2,5,2001,2,5,2001,0,Rio de Janeiro,,1500,members of landless farmers movement,"political behavior, process",,,,ignore,,,,,,,"agence france presse, may 3, 2001, thursday, international news, brazilian senate leader s estate occupied by landless protesters ;",occupying brazilian senate president jader barbalho s land
1402001006,Brazil,140,2001,South America,1,6,18,7,2001,18,7,2001,0,the northeastern Brazilian state of Alagoas,,2500,police,labor wage dispute,,,,ignore,,,,,,,"xinhua general news service, july 19, 2001, thursday, world news; political, police in northeast brazil strike for higher pay ;",strike
1402001007,Brazil,140,2001,South America,1,7,24,10,2001,28,10,2001,0,Sao Paulo state and Rio de Janeiro state,,100,oil workers,labor wage dispute,,,,ignore,,,,,,,"agence france presse, october 24, 2001 wednesday, financial pages, brazilian oil workers launch five day strike ;",general strike
1402001008,Brazil,140,2001,South America,1,8,5,11,2001,5,11,2001,0,Brasilia,,50,pataxo indians,"political behavior, process",,,,ignore,,,,,,,"the new york times, november 6, 2001 tuesday, section a; column 4; foreign desk; pg. 4, indians protest in brazil ;","scores of indigenous brazilians gathered here in the country s capital today to demand justice in the trial of four youths accused of burning an indian to death, a crime that set off national outrage. members of the pataxo tribe from the northeastern bahia state and other tribes met in the square where galdino jesus dos santos, 45, was doused with gasoline and set on fire in april 1997 by teenagers returning from a night on the town. mr. santos had come to town to lobby for his tribe and had slept outdoors when the hostel where he was staying closed for the night before he returned. the trial of the four youths, including the son of a brasilia district judge, opens on tuesday. indigenous groups said convictions would demonstrate that brazil protects its native population."
1402002001,Brazil,140,2002,South America,1,1,21,3,2002,21,3,2002,0,national level,,1000,"workers, students and university professors","political behavior, process",,,,ignore,,,,,,,"associated press worldstream, march 21, 2002 thursday, international news;associated press international, march 21, 2002 thursday, international news, 650 words","thousands of workers, students and university professors protested throughout the country thursday against government proposals to make labor laws more flexible. unions say workers would be robbed of hard won legal guarantees if the legislation already approved by the lower house and set to go before the senate next week goes through. the laws would allow private contracts to override guarantees written into the country s 58 year old labor laws. employers say they will allow them to create some 8 million new jobs."
1402002002,Brazil,140,2002,South America,1,2,23,3,2002,23,3,2002,0,Minas Gerais state,,500,landless farmers,"political behavior, process",,,,ignore,,,,,,,"associated press worldstream, march 23, 2002 saturday, international news, protesting brazilian farmers invade president s family ranch ;","landless farmers invaded a ranch owned by the sons of president fernando henrique cardoso in a protest saturday. more than 500 families from the landless rural workers movement entered the 900 hectare 2,200 acre ranch in minas gerais state, 200 kilometers 120 miles east of brasilia, to demand land grants for 80 families, said luiz antonio rodriguez, the movement s coordinator in brasilia."
1402002003,Brazil,140,2002,South America,1,3,25,3,2002,25,3,2002,0,a farm in the southern state of Sao Paulo,,300,members of landless farmers movement,"political behavior, process",,,,ignore,,,,,,,"agence france presse, march 25, 2002 monday, international news, landless peasants vow to continue occupations following arrests ;",occupying land
1402002004,Brazil,140,2002,South America,1,4,7,6,2002,7,6,2002,0,downtown Rio de Janeiro,,200,journalists,"political behavior, process",,,,ignore,,,,,,,"associated press worldstream, june 7, 2002 friday, international news, brazilian journalists take to the streets in rio demanding protection ;","nearly two hundred journalists marched through downtown streets friday demanding greater protection after a local television journalist disappeared and was feared dead. the group, which was joined by state and local authorities, marched with banners saying where is tim lopes? lopes, 50, a journalist from tv globo disappeared in the vila cruzeiro slum in the penha district sunday night while researching for a documentary on activities the slum."
1402003001,Brazil,140,2003,South America,1,1,5,6,2003,5,6,2003,0,western Sao Paulo state,,1000,members of landless farmers movement,"political behavior, process",,,,ignore,,,,,,,"agence france presse, june 5, 2003 thursday, international news, brazil s landless press lula from the left with massive encampment ;",occupying land and blocking roads
